タイムスタンプ	商品名	商品URL	商品画像URL	価格	カテゴリ	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [シンプル]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [かわいい]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [実用的・便利]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [かっこいい]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [小さい/大きい]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [ファビュラス]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [子供っぽい/大人っぽい]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [キラキラ]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [おもしろ]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [軽い/重い]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [和風]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [モダン/レトロ]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [流行りの]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [女性向け/男性向け]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [高級]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [デザイン重視]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [使い心地重視]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [ユニーク]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [手作り]
2024/03/17 15:33:46	Holy Stone ドローン カメラ付き 100g未満 GPS搭載 申請不要 屋外 小型 1080Pカメラ バッテリー3個 42分飛行時間 自動帰還 フォローミーモード ウェイポイントモード 誕生日ギフト HS155	https://www.amazon.co.jp/Holy-Stone-1080P%E3%82%AB%E3%83%A1%E3%83%A9-%E3%83%95%E3%82%A9%E3%83%AD%E3%83%BC%E3%83%9F%E3%83%BC%E3%83%A2%E3%83%BC%E3%83%89-%E3%82%A6%E3%82%A7%E3%82%A4%E3%83%9D%E3%82%A4%E3%83%B3%E3%83%88%E3%83%A2%E3%83%BC%E3%83%89/dp/B0CHP3HWD4/ref=sr_1_2_sspa?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2ER5YV4IS7F58&dib=eyJ2IjoiMSJ9._Ck3vKUJlJMcSrFVBsseHIPBtbkoFvm6ZVH-ZenwUr6TySJVcSaA0AgL5jqzJrMHrQ36YfxFcWt2G2YZ0UBSJtLB98nevgzIwIIiVHjl8nVAeofFSvALSQ2Sxg3qEaCSsVjJmsP-zPPtD4IC1kofwLgUWoQQqqA8tjnC_wDRDLUGynd5GeBgipo8HsW792xFY-XyWh5oO_GmfI46KBYAMW84lMdtidNij_bUaQ6uVyR_N_cCP4Jen5IOJvgPGj2Xf31vWZEPk6PRJm7FFpgNMndPAm9ezDyx61ifiCDBn5o.84IDuAKCnPyUiFVdB99uVqwT9WAYWFb25Qe8Z6HYrSI&dib_tag=se&keywords=%E3%83%89%E3%83%AD%E3%83%BC%E3%83%B3&qid=1710657179&sprefix=%E3%83%89%E3%83%AD%E3%83%BC%E3%83%B3%2Caps%2C168&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1	https://m.media-amazon.com/images/I/71j6SetwuyL._AC_SX425_.jpg	18820	趣味・ライフスタイル雑貨	4	1	4	5	4	5	4	2	4	3	1	1	4	5	4	4	5	5	1
2024/03/17 15:35:20	RIESS ツールセット マルチ 1kg クックブックRiessエナメル 1960-000	https://www.amazon.co.jp/RIESS-%E3%83%84%E3%83%BC%E3%83%AB%E3%82%BB%E3%83%83%E3%83%88-%E3%83%9E%E3%83%AB%E3%83%81-%E3%82%AF%E3%83%83%E3%82%AF%E3%83%96%E3%83%83%E3%82%AFRiess%E3%82%A8%E3%83%8A%E3%83%A1%E3%83%AB-1960-000/dp/B07H8QPN96/ref=sr_1_1?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3CI3MTFLQLC00&dib=eyJ2IjoiMSJ9.L96ljMRIFxVvwXZ-fAtHQMh70QRrUgSYvFlYx2oKqL9m4z_xd3LRYsp2NvuZaYztOGua_nPJbQ206aEHJC9_fNzzL4_yNJiWgmHwbLNMR2RA_k4GOripzXU7frbYxJE9h-iR70CHrsL6RpuM3i8-KstcLMMcre20pnyN6gG9iO7Tyif7aZekEMjL05M54Aw9msPAlW270v8lum0bo2_hp3uAqXcOZxdchzVMfTQjxFNj1TY32XF_4CwoeUsobzglLzpbK4lCGRmwGlDwQdO8c-V1WfGLK7nPFbegszNQJ4I.eLyPS3zBejB_6_r8rTZuR9EZGD-XjtuijETBKRgZ73c&dib_tag=se&keywords=%E3%82%AF%E3%83%83%E3%82%AF%E3%83%96%E3%83%83%E3%82%AF%E3%82%BB%E3%83%83%E3%83%88&qid=1710657245&sprefix=%E3%82%AF%E3%83%83%E3%82%AF%E3%83%96%E3%83%83%E3%82%AF%E3%82%BB%E3%83%83%E3%83%88%2Caps%2C161&sr=8-1	https://m.media-amazon.com/images/I/710ngQhKbJS._AC_SX679_.jpg	3425	食品・スイーツ	4	5	5	2	3	3	4	4	3	1	3	3	3	1	1	3	3	3	4
2024/03/17 15:37:21	[世界初 充電不要] MOTHER Bracelet マザーブレスレット ウェアラブルデバイス 活動量計 運動 スポーツ 睡眠 歩数計 減量 防水 ブレスレット スマートウォッチ ヘルスケア 健康 ギフト日本正規品	https://www.amazon.co.jp/%E3%83%9E%E3%82%B6%E3%83%BC%E3%83%96%E3%83%AC%E3%82%B9%E3%83%AC%E3%83%83%E3%83%88-MOTHER-Bracelet-MABKN0A-02/dp/B0BZHHVVTK/ref=sr_1_8?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1J7IB046UOB0W&dib=eyJ2IjoiMSJ9.FAQ_sKMcEnHxD11_GeDwWq91r-EKbUKqY9WmOZFVchgaGnfu_2qlZrgX_VqVkZz9kvEu_-Isb-vAbM5RfF-YXEMl9Aa7T1XSrqilOP3FN41VC0Zp-wrHrviVbCyPFtsIcaAz6DthIIMlz4cdDpeg3ovbT8wLcIQBS_LvO4yqHUzCkXNA89gNCq1BU4_C_7RezGzkSMn0_e-CxB4GTN5AbF3uowTGCQwwXw9dICtiZ5D7lCTuNaW8Ka7ToZWY-rOGutAeLVb7GTAHlJQxq-h2c0jqhblwspZcTRBScV2XklY.Fx09CqB06Vpoy3aeBeiWAST02ym4bsvi_gPWSiTrYm8&dib_tag=se&keywords=%E3%82%A6%E3%82%A7%E3%82%A2%E3%83%A9%E3%83%96%E3%83%AB%E3%83%87%E3%83%90%E3%82%A4%E3%82%B9&qid=1710657367&sprefix=%E3%82%A6%E3%82%A7%E3%82%A2%E3%83%A9%E3%83%96%E3%83%AB%E3%83%87%E3%83%90%E3%82%A4%E3%82%B9%2Caps%2C166&sr=8-8	https://m.media-amazon.com/images/I/61i+stJq0bL._AC_SX679_.jpg	44000	趣味・ライフスタイル雑貨	5	3	5	4	1	4	5	4	3	1	1	1	3	3	3	4	5	4	1
2024/03/17 15:43:05	マイワインクラブ 世界の赤白スパークリングワイン 12本 セット	https://www.amazon.co.jp/%E6%AF%8D%E3%81%AE%E6%97%A5-%E3%83%9E%E3%82%A4%E3%83%AF%E3%82%A4%E3%83%B3%E3%82%AF%E3%83%A9%E3%83%96-%E4%B8%96%E7%95%8C%E3%81%AE%E8%B5%A4%E7%99%BD%E3%82%B9%E3%83%91%E3%83%BC%E3%82%AF%E3%83%AA%E3%83%B3%E3%82%B0%E3%83%AF%E3%82%A4%E3%83%B3-12%E6%9C%AC-%E3%82%BB%E3%83%83%E3%83%88/dp/B092PYB7GF/ref=sr_1_1_sspa?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3AJHNVTBGIPOY&dib=eyJ2IjoiMSJ9.2cnmJ2JHwz0f850cEvXlS553qRFMXfd_fBB_KpHvsZIt-KRSDO8A1shrS1s6oGgL5McW3-r6SepkcD5sZxCKIqXUJZ6LzgUfEruCWeliUd9JGfmOk5QCrGSWY45JN8hKrUt4zksPxFarEppa1W6w3c1pS8hlran8-95CJNYOtVQWFbVdeNX0NUHJ61EcvEpDSSPQVYeeDmpW9_qDPopTH_EdUvKJ4DTjvHMIiauk2sKdKA49O_MBv1DP3BfBXpOPzV5WozFmKxtz3YsiD109qqqQgOodESy42Ndes2cIBYk.NB2v3yO9QRy4oVLKZwFs1Gwn6qbN3GNFlP0ZP4GGGmM&dib_tag=se&keywords=%E3%83%AF%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%83%E3%83%88&qid=1710657651&sprefix=%E3%83%AF%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%83%E3%83%88%2Caps%2C217&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1	https://m.media-amazon.com/images/I/61LyUiVANfL._AC_SX679_.jpg	9000	食品・スイーツ	3	3	5	3	4	3	5	3	4	5	2	3	4	3	4	2	1	4	1
2024/03/17 17:16:58	【リンベル公式】美味百撰 紅花（べにばな） カタログギフト 高級 お取り寄せ グルメ ギフト 贈答 内祝い お礼 母の日 父の日 お中元 敬老の日 お歳暮	https://www.amazon.co.jp/%E3%80%90%E3%83%AA%E3%83%B3%E3%83%99%E3%83%AB%E5%85%AC%E5%BC%8F%E3%80%91%E7%BE%8E%E5%91%B3%E7%99%BE%E6%92%B0-%E7%B4%85%E8%8A%B1%EF%BC%88%E3%81%B9%E3%81%AB%E3%81%B0%E3%81%AA%EF%BC%89-%E3%82%AB%E3%82%BF%E3%83%AD%E3%82%B0%E3%82%AE%E3%83%95%E3%83%88-%E3%81%8A%E5%8F%96%E3%82%8A%E5%AF%84%E3%81%9B-%E6%95%AC%E8%80%81%E3%81%AE%E6%97%A5/dp/B0C62839J4/ref=sr_1_30?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=13SYOR6UAFO7J&dib=eyJ2IjoiMSJ9.iu1tDTRpOfNimWYLC8Uulge8rTujJH5UKAo_TzxKaAoCmZbXQxyGy4PSf3tWsegum2u5cFKtfGDmnmXRcXF-Q6ZVoFL7REGWegUAbi8cTJD7rsLIGEMsSyjWeD29G6UcwNsTSAcDOtX8Crz8JweFQWtrwg_pp5CcT0GY5Rt8tGz-f2V9Det_ADESZwtHo0hBXaOg6GXsca2LiZVeQ2f-Ow85NK_gBpkT_9gixzTGU7eulV4ocdbRFUwj5wpZOxdQK1MHQfzKE_a1r1kZrE_CVZGpJLGQK8j9vev_xKorsfg.uH5EUlO5sS6FtwYidQtTuAJVA-k045GPhtxiysNMu5w&dib_tag=se&keywords=%E3%82%AB%E3%82%BF%E3%83%AD%E3%82%B0%E3%82%AE%E3%83%95%E3%83%88+%E5%8C%97%E6%B5%B7%E9%81%93+%E4%B9%9D%E5%B7%9E&qid=1710663316&sprefix=%E3%82%AB%E3%82%BF%E3%83%AD%E3%82%B0%E3%82%AE%E3%83%95%E3%83%88+%E5%8C%97%E6%B5%B7%E9%81%93+%E4%B9%9D%E5%B7%9E%2Caps%2C142&sr=8-30	https://m.media-amazon.com/images/I/61huZc96q6L._AC_SL1000_.jpg	5500	食品・スイーツ	2	1	4	2	3	4	5	2	2	3	2	1	2	3	2	2	3	2	5
2024/03/17 18:11:57	富士フイルム(FUJIFILM) チェキ インスタントカメラ instax mini 12	https://www.amazon.co.jp/FUJIFILM-12-INS-MINI-WHITE/dp/B0BXS47R79/ref=sr_1_5?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=19HIR7Y5RNTCL&dib=eyJ2IjoiMSJ9.YYz8oLytd0iKauOpvghuQS04bYTTV4jL3UT7lDFU53Ka8Rm_J3RhEPQgjd3-4mgd1j2UG06B6_fycOcD5j2p00aoo4F-n0euPUOYyzNdi6H6_ndNSR2SLtDkYzdHRcrDcvJG31n-QK0tciIWIKTFcklsWywWv6JlC4bJ99w64i4auy57G8QIn0KL9Z-iJ92aw3OpDL1U-09LHBSsuzCXlnoFrVF14oYiBdqU3zkoUxUexip3YxR7s0S8oC9dfTTpkblrSqQmfXd6VEILeKAEKrQssEvVbhCo_ft2UN6ngew.zVM-IKdP5gG549tkvJU0czwYXeTM8nNHAoIGd0kE7uI&dib_tag=se&keywords=%E3%83%81%E3%82%A7%E3%82%AD&qid=1710666604&sprefix=%E3%83%81%E3%82%A7%E3%82%AD%2Caps%2C174&sr=8-5&th=1	https://m.media-amazon.com/images/I/71CusflriJL._AC_SX679_.jpg	10000	趣味・ライフスタイル雑貨	4	4	4	2	4	3	3	1	1	4	1	4	4	4	3	3	3	3	1
2024/03/17 18:58:51	サントリー 山崎＆白州（全て180ml）飲み比べ2本セット[還暦祝い,誕生日,お祝い,ご贈答,贈り物,記念品,お中元ギフト,お歳暮] 豪華ギフト特撰酒箱入り②	https://www.amazon.co.jp/%E3%82%B5%E3%83%B3%E3%83%88%E3%83%AA%E3%83%BC-%E5%B1%B1%E5%B4%8E%EF%BC%86%E7%99%BD%E5%B7%9E%EF%BC%88%E5%85%A8%E3%81%A6180ml%EF%BC%89%E9%A3%B2%E3%81%BF%E6%AF%94%E3%81%B92%E6%9C%AC%E3%82%BB%E3%83%83%E3%83%88-%E9%82%84%E6%9A%A6%E7%A5%9D%E3%81%84-%E3%81%8A%E4%B8%AD%E5%85%83%E3%82%AE%E3%83%95%E3%83%88-%E8%B1%AA%E8%8F%AF%E3%82%AE%E3%83%95%E3%83%88%E7%89%B9%E6%92%B0%E9%85%92%E7%AE%B1%E5%85%A5%E3%82%8A/dp/B07TDHF3F2/ref=sr_1_6?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2T1342S8UYK4R&dib=eyJ2IjoiMSJ9.qgEZputnvTix5Km2IK76e_SyAEgmQsglJB7fT3Ep61DmYZn6pt-b7QZfrmquEfHOhAC1R-PPjINWE3iX2fQM-nxHfUhJnIdWYqWMjUef7RRY1BuZNBhKj3MU9VU2d8GOOipRT7vOrq08DF49W3ueLmenOLYU28VuXenHgga64CVnPyL5Nhg5gSZGNJEmFpAF54Fnv9Ad3DqlZClsnghpozV-Kuu8le_zbIVot7lRRsBUbYdZ6BLru2i4Yo9eITGwVa3nPAGKT82OjN09zTcL2zyrAv6oRgCDgiK-534_Wb8.NYT8wP9k2oWnv74EzI6PN5J_tIC3Qj6ZupLmiXTgbjM&dib_tag=se&keywords=%E3%82%A6%E3%82%A4%E3%82%B9%E3%82%AD%E3%83%BC+%E9%A3%B2%E3%81%BF%E6%AF%94%E3%81%B9&qid=1710669466&sprefix=%E3%82%A6%E3%82%A4%E3%82%B9%E3%82%AD%E3%83%BC+%E9%A3%B2%E3%81%BF%E6%AF%94%E3%81%B9%2Caps%2C171&sr=8-6	https://m.media-amazon.com/images/I/61PDFadAvQS._AC_SX679_.jpg	7980	食品・スイーツ	4	2	4	4	3	4	5	1	1	3	4	4	4	3	4	3	3	2	1
2024/03/17 19:01:28	Nintendo Switch(有機ELモデル) Joy-Con(L) ネオンブルー/(R) ネオンレッド	https://www.amazon.co.jp/Nintendo-Switch-%E6%9C%89%E6%A9%9FEL%E3%83%A2%E3%83%87%E3%83%AB-%E3%83%8D%E3%82%AA%E3%83%B3%E3%83%96%E3%83%AB%E3%83%BC-%E3%83%8D%E3%82%AA%E3%83%B3%E3%83%AC%E3%83%83%E3%83%89/dp/B098B79SJL/ref=sr_1_8?crid=200HO05FX5MOC&dib=eyJ2IjoiMSJ9.-Ttaq4EnBOgLoheB_yBC_lBXHfxjwBTUcG3vj77OLH7OzT90CQYzj4tX5ubqDgP_QlCJ6pzXn6B7PT2m9vR2D5rr9HlUJ073ETSe5SJfsaSAxilS2zgpkjYoZnC--5HRZtb3OKZtfKzBCxE4mU4fK-AMlhi_6CXchcrytN64puP308KBGSMM9_EAZPhXXofD1KqTkGPh9v0M2Zgk0Kudoi3es1pMp5j6xr2-_fomCt4dZzUZfgkHb_Aw_swTjrOs9BRiDZREXJm_CFshwtDF3C4q0sDMhnIPPvInSp0pvFM.7wmPOhRzmdqulrA-EphUpT7GCMu_dwGgvyIJX8u5_Zc&dib_tag=se&keywords=nintendo+switch&qid=1710669619&sprefix=Ninten%2Caps%2C173&sr=8-8	https://m.media-amazon.com/images/I/61gAt3pdE6L._AC_SX522_.jpg	37980	趣味・ライフスタイル雑貨	4	3	4	4	3	3	4	2	3	4	1	3	5	3	3	3	3	3	1
2024/03/17 20:56:58	[アシックス] 陸上 トレーニングシューズ WINDSPRINT 2	https://amzn.asia/d/gEJRogj	https://amzn.asia/d/0vk4AZP	12610	ファッション	2	1	4	4	1	1	2	3	1	4	1	1	4	4	3	2	3	2	1
2024/03/17 20:58:50	SAT BK ブラック 4本セット サツマイモ エプソン用 新互換インクカートリッジ 残量表示付き 最新型ICチップ付き A.I.S製品	https://amzn.asia/d/aj3ZEey	https://amzn.asia/d/aj3ZEey	2052	その他	3	1	4	2	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1
2024/03/17 21:00:16	Anker PowerCore 10000 (10000mAh 大容量 モバイルバッテリー)【PSE技術基準適合/PowerIQ搭載】 iPhone&Android対応 (ブラック)	https://amzn.asia/d/8NSsZDA	https://amzn.asia/d/8NSsZDA	2990	趣味・ライフスタイル雑貨	4	1	4	3	2	1	1	1	1	1	1	1	1	2	2	2	4	1	1
2024/03/17 21:01:47	ORBIS(オルビス) エッセンスインヘアミルク 洗い流さないトリートメント ヘアミルク 美容液 本体 140g	https://amzn.asia/d/8TUFD2e	https://amzn.asia/d/8TUFD2e	1254	コスメ・ビューティー	3	3	4	2	2	2	3	3	1	1	1	1	2	1	2	1	3	1	1
2024/03/17 21:03:01	Tile Mate スタンダードモデル ブラック 4個パック スマートトラッカー スマートタグ 紛失防止タグ gps 小型	https://amzn.asia/d/cVTEkcH	https://amzn.asia/d/cVTEkcH	12800	趣味・ライフスタイル雑貨	4	1	4	3	1	1	1	1	1	2	1	1	2	2	1	1	1	3	1
2024/03/17 21:04:30	REYS レイズ ホエイ プロテイン 山澤 礼明 監修 1kg 国内製造 ビタミン7種配合 WPCプロテイン ぷろていん ホエイプロテイン… (カフェオレ風味)	https://amzn.asia/d/igY1CJS	https://amzn.asia/d/igY1CJS	3119	趣味・ライフスタイル雑貨	3	1	4	3	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
2024/03/17 22:25:09	レゴ(LEGO) アイデア ゴッホ 「星月夜」	https://www.amazon.co.jp/%E3%83%AC%E3%82%B4-LEGO-%E3%80%8C%E6%98%9F%E6%9C%88%E5%A4%9C%E3%80%8D-21333-%E3%83%97%E3%83%AC%E3%82%BC%E3%83%B3%E3%83%88/dp/B0B2CD6GSB?ref_=ast_sto_dp	https://m.media-amazon.com/images/I/81-+inD5WDL._AC_SY450_.jpg	23780	インテリア	1	3	2	3	3	4	4	1	1	3	1	3	4	3	4	4	2	4	1
2024/03/17 22:28:44	レゴ(LEGO) アイデア 地球儀	https://www.amazon.co.jp/%E3%83%AC%E3%82%B4-LEGO-%E3%82%A2%E3%82%A4%E3%83%87%E3%82%A2-%E5%9C%B0%E7%90%83%E5%84%80-21332/dp/B09RMXZ5XM?ref_=ast_sto_dp	https://m.media-amazon.com/images/I/81KL8q0XUcL._AC_SX679_.jpg	32280	インテリア	2	2	2	4	3	4	4	1	4	3	1	3	4	3	4	4	3	4	1
2024/03/17 22:31:04	セガトイズ(SEGA TOYS) Homestar snow white(ホームスター スノーホワイト) 2021年モデル	https://www.amazon.co.jp/Homestar-snow-white-%E3%83%9B%E3%83%BC%E3%83%A0%E3%82%B9%E3%82%BF%E3%83%BC-%E3%82%B9%E3%83%8E%E3%83%BC%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88/dp/B094WM59KR/ref=sr_1_5?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1M9NTZGPUQQI2&dib=eyJ2IjoiMSJ9.g0J06Vb9rQomaQ9_Akk59F9r1rtbPbotmIQhqB2jvubtVrtCq2q41WI26jk9ObxZExXsGF8-oNLEtzu2-JR9mZqRdwjlMngRa04wF37JG4061nrEM8qLinF_iAw_ReqRF_Y2GcTdwLeyzr_QV0h1OgY2T5Jb2kWhXVWEKIqlTG5Gl45Wvtw33eEZsO3Dcgx7Jj3I4cK_yPc1zuFoCcJ13BnsGpnFJNNkUU432tGcShDwsNATVV5YAhs7nm_3rrR2H2AJVR7K4Qxj5jtsJG374iDmBw2mQOIO9Yii51LDbaU.9natFKuAX8J25oaQyrZyJgeKhdOxCe6Yn_qZC9S7EPU&dib_tag=se&keywords=%E3%83%97%E3%83%A9%E3%83%8D%E3%82%BF%E3%83%AA%E3%82%A6%E3%83%A0&qid=1710682148&sprefix=%E3%83%97%E3%83%A9%E3%83%8D%E3%82%BF%E3%83%AA%E3%82%A6%E3%83%A0%2Caps%2C171&sr=8-5	https://m.media-amazon.com/images/I/61mdDT282RL._AC_SX466_.jpg	14300	インテリア	2	2	2	4	3	5	5	5	3	3	1	3	3	3	3	3	3	4	1
2024/03/17 22:42:38	ゼブラ(ZEBRA) 多機能ペン シャーボX	https://www.amazon.co.jp/%E3%82%BC%E3%83%96%E3%83%A9-%E5%A4%9A%E6%A9%9F%E8%83%BD%E3%83%9A%E3%83%B3-%E3%82%B7%E3%83%A3%E3%83%BC%E3%83%9CX-%E3%83%8D%E3%82%A4%E3%83%93%E3%83%BC%E3%82%B4%E3%83%BC%E3%83%AB%E3%83%89-SB21-C-NVG/dp/B018PZLZVO/ref=sr_1_1?crid=14X25R33MR88F&dib=eyJ2IjoiMSJ9.Aq7TxFfgyh3f0tk4d4ClA5_vAk5MBjEsjpneNFVxxLYixZrarBRCOkoduybNqKpbmIGPn5z-y_4Gyk9VyShMdI_xYHB1eVz6yfzoszchRalrgykl1awX9roD486abgyk1bpj2sU5fei7FamwTEX40_F2HguLrOs6TtMMymFe-A42ASCu-iVdex1OQcu8OF9a3mMn95-yA54YZNsXBppZo7QhHRklYM3qqAGzLtFLVoOYLy1wmD0mtOnZ7H0yfpQXvs3gjxGa6f3KHW8j_k3D1NriM6w9ksTEq3p4s-m2WYU.4I_ktRJM203gxZIhAxjszBgcCUgYNcniGolwRv1kjqs&dib_tag=se&keywords=%E3%82%BC%E3%83%96%E3%83%A9%2B%E3%82%B7%E3%83%A3%E3%83%BC%E3%83%9Cx&qid=1710682864&sprefix=Zeb%2Caps%2C291&sr=8-1&th=1	https://m.media-amazon.com/images/I/51XBmD-AEQL._AC_SX679_.jpg	5809	その他	4	2	5	5	4	4	4	3	1	4	1	3	3	3	4	4	3	2	1
2024/03/17 22:48:57	[Evoon] マルチビジネスリュック3.0	https://www.amazon.co.jp/Evoon-%E3%83%9E%E3%83%AB%E3%83%81%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9%E3%83%AA%E3%83%A5%E3%83%83%E3%82%AF3-0-%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9%E3%83%AA%E3%83%A5%E3%83%83%E3%82%AF-%E6%97%85%E8%A1%8C%E3%83%90%E3%83%83%E3%82%AF-15-6%E3%82%A4%E3%83%B3%E3%83%81/dp/B0BRP4Q9FK/ref=sr_1_5?crid=QOJ2TEK3CKJM&dib=eyJ2IjoiMSJ9.pkoJ_vc7h8869Dx1Y4m9A181Oew-10Pbvwaoomh-zDmvovc4K2S7Y5iHVH5aOtwlcwnLN3nmhZzn_vBbxpVkerfo_87YWwxF5Rit0vIAzUmkSuKQtnLZsA-wTIkMIdQRp1Mju0Biwhg-bxzN64Ox2Kgzd-LerfM4Oby2dBZUic8hTSHsd9ZcU8vIIaf0H8JdmG9nq2_lH8DgtHstkZI0oLIBTzVGh_afd8CbMAan4C3v1PnaJXlCy7PAthjNuVip09sbPtAxkdvP616i0b8VsSQgDqDg9V3YpySJ0-yzPWE.Fvuw3cVsh0zkV3y5gpdydCf29aDF5uyfkdOCbyWmI1A&dib_tag=se&keywords=evoon&qid=1710683265&sprefix=Evoon%2Caps%2C219&sr=8-5	https://m.media-amazon.com/images/I/71rHRMi8bUL._AC_SX679_.jpg	16980	ファッション	4	2	5	4	4	4	4	1	1	4	1	3	3	4	3	3	4	2	1
2024/03/17 22:59:52	[Spigen] MagSafe対応 カードケース AFA07402 (ブラック)	https://www.amazon.co.jp/Spigen-MagSafe%E5%AF%BE%E5%BF%9C-%E3%83%9E%E3%82%B0%E3%83%8D%E3%83%83%E3%83%88%E5%86%85%E8%94%B5-%E3%82%A2%E3%83%BC%E3%83%90%E3%83%B3%E3%83%BB%E3%83%95%E3%82%A3%E3%83%83%E3%83%88-AFA07402/dp/B0CN1SMRWM/ref=sr_1_19_sspa?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2BSCMU9LLQI1R&dib=eyJ2IjoiMSJ9.zT8oSxdtI3k10wjvqLHTMiBubuN-NkUVfURqxmrJTQ8i0MEywGI_BnYE7mTZVlevkCdRAZv3sq8VmcL2c93qvPrP1E7FZ2pLrfbnbrILSlxKQq8MySq78ZHDjctp6BF1or-8xrQNdwWaAfdhvSDGTj00gGzvtNAUUlbCbtqjBfJ1mMYFUv9Str3wa_7y69oNOezLFWj3tVUceiqrbBJDYpf4FmqprDaib3qAKa3G3dE4Co-6P6nhX3XuDEOGZCL23Wf_8nKQDlcTfRPOZ_m6DaSXHT9hz1HJbcwvLiUK8oA.O3IJ7VowCrSJBlMY4C8dhwuJhkBOncWpPluixFoMKXQ&dib_tag=se&keywords=magsafe%2B%E3%82%AB%E3%83%BC%E3%83%89%E3%82%B1%E3%83%BC%E3%82%B9&qid=1710683693&sprefix=magsafe%2B%E3%82%AB%E3%83%BC%E3%83%89%E3%82%B1%E3%83%BC%E3%82%B9%2Caps%2C224&sr=8-19-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&th=1	https://m.media-amazon.com/images/I/71ZQdNt28YL._AC_SX679_.jpg	4599	その他	5	1	5	4	2	3	5	1	1	1	3	3	4	4	4	3	5	3	1
